DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CH,2023-02,29407,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CH,2023-03,32632,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CH,2023-04,32940,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CH,2023-05,34636,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CH,2023-06,35123,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CH,2023-07,37916,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-01,3751,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-02,3526,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-03,4415,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-04,6305,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-05,7597,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-06,8428,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-07,8895,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-08,9024,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-09,8426,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-10,7826,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-11,4886,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2019-12,4233,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-01,4422,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-02,4030,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-03,2749,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-04,355,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-05,457,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-06,996,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-07,2914,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-08,3770,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-09,3464,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-10,3185,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-11,1528,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2020-12,1316,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-01,1064,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-02,992,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-03,1334,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-04,1872,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-05,3016,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-06,4328,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-07,6420,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-08,6875,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-09,6488,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-10,7123,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-11,4455,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2021-12,3852,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-01,3096,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-02,2817,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-03,3644,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-04,5565,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-05,6470,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-06,6996,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-07,7626,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-08,7860,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-09,7310,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-10,7384,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-11,4510,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2022-12,4255,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2023-01,4010,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2023-02,3741,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2023-03,4720,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2023-04,6910,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2023-05,7743,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2023-06,8465,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CY,2023-07,9439,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-01,10059,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-02,9256,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-03,11213,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-04,11985,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-05,13281,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-06,15645,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-07,16339,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-08,16373,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-09,15865,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-10,13484,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-11,11019,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2019-12,11243,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-01,10130,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-02,9417,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-03,5807,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-04,823,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-05,979,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-06,1715,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-07,4441,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-08,5157,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-09,4749,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-10,3271,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-11,2249,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2020-12,2572,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-01,2208,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-02,1889,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-03,2174,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-04,2312,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-05,3051,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-06,5151,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-07,7291,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-08,7816,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-09,7789,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-10,7019,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-11,6549,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2021-12,6690,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-01,5200,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-02,5118,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-03,6518,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-04,7765,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-05,8753,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-06,10903,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-07,11691,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-08,11562,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-09,10962,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-10,9010,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-11,7188,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2022-12,7326,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2023-01,6497,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2023-02,6366,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2023-03,8070,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2023-04,9119,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2023-05,10126,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2023-06,12744,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,CZ,2023-07,13833,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-01,138258,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-02,131628,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-03,150008,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-04,158711,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-05,171324,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-06,171786,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-07,178418,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-08,174218,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-09,176614,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-10,175844,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-11,139360,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2019-12,134607,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-01,132506,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-02,128115,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-03,84579,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-04,17894,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-05,20787,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-06,31467,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-07,62889,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-08,73205,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-09,69292,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-10,64382,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-11,40859,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2020-12,39709,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-01,36937,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-02,30331,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-03,39467,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-04,45728,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-05,51878,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-06,68486,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-07,99341,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-08,106664,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-09,107760,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-10,115043,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-11,96869,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2021-12,94606,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-01,79079,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-02,73690,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-03,94870,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-04,117622,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-05,132632,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-06,134809,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-07,135256,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-08,138638,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-09,135926,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-10,135692,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-11,107712,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2022-12,100856,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2023-01,95808,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2023-02,90803,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2023-03,107763,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2023-04,123867,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2023-05,136968,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2023-06,141718,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DE,2023-07,146391,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-01,23211,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-02,22559,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-03,26319,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-04,25866,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-05,28684,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-06,29099,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-07,28526,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-08,29149,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-09,29324,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-10,28962,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-11,24478,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2019-12,22640,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-01,23224,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-02,22684,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-03,14416,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-04,1974,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-05,2245,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-06,4085,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-07,9168,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-08,10657,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-09,10604,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-10,9359,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-11,6330,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2020-12,6030,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-01,4937,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-02,3522,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-03,4617,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-04,4994,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-05,5994,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-06,8963,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-07,15358,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-08,16538,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-09,17609,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-10,18806,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-11,17631,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2021-12,17277,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-01,14171,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-02,13804,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-03,17695,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-04,21071,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-05,23884,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-06,24257,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-07,24142,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-08,24882,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-09,24656,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-10,24497,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-11,19990,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2022-12,18783,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2023-01,18608,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2023-02,18146,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2023-03,21851,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2023-04,23178,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2023-05,25811,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2023-06,26341,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,DK,2023-07,26673,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-01,3322,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-02,2984,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-03,3339,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-04,3568,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-05,3796,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-06,3911,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-07,3833,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-08,3933,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-09,3876,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-10,3905,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-11,3132,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2019-12,3091,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-01,3056,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-02,2929,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-03,1903,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-04,296,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-05,588,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-06,1009,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-07,1488,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-08,1549,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-09,1376,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-10,1173,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-11,1151,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2020-12,1090,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-01,967,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-02,804,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-03,977,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-04,1108,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-05,1336,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-06,1670,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-07,1972,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-08,2193,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-09,2285,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-10,2414,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-11,2534,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2021-12,2618,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-01,2292,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-02,1953,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-03,2408,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-04,2721,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-05,3127,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-06,3008,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-07,2955,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-08,3028,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-09,3089,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-10,3097,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-11,2495,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2022-12,2398,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2023-01,2439,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2023-02,2238,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2023-03,2580,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,NR,EE,2023-04,2498,
